Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
37,11913242,"MLiP5 - Laughing Bumblebees","2024-06-02 20:21:53",0.40467,18,"arawakolossa,fleurhendriks,nrogal"
38,12021222,NSU_dream_team,"2024-05-30 06:51:55",0.40433,10,fef234567
39,11617562,"Hewarathna Ashen Iranga","2024-04-27 13:21:05",0.40244,36,asheniranga
40,11631978,"Victor Sung","2024-04-26 05:15:34",0.40189,26,noobmaster29
41,12140553,marklhj,"2024-05-31 16:00:16",0.40114,7,marklhj
42,11932033,"MLiP 25 The Greeks","2024-06-01 13:56:41",0.39957,38,"fotinipap,leotap01,vaggelisspi"
43,11913151,"MLiP 4 Plant Eaters","2024-06-02 16:29:59",0.39936,52,"dabumts,simonhjp"
44,11913417,MLiP30,"2024-06-03 13:10:53",0.39933,22,"eugeneshalli,katharinasommer2000,zhenyaegorova"
45,12016095,"puran appu","2024-04-27 12:30:14",0.39903,7,puranappu
46,11907460,"kasun pramodya","2024-04-25 10:07:44",0.39891,13,kasunpramodya
47,11931497,"MLiP MaLo","2024-05-29 10:42:39",0.39689,13,"lottevanzwol,maudvanzundert"
48,12137942,riverfog7,"2024-05-31 19:25:26",0.39398,24,riverfog7
49,12146615,asdfghgasfdgf,"2024-06-02 06:57:33",0.39373,13,asdfghgasfdgf
50,12099595,"test key","2024-05-13 00:50:58",0.39273,7,testkey
51,12100670,PRbehera08,"2024-05-13 01:25:27",0.39273,5,prbehera08
52,12100981,"Sanjay Nana","2024-05-13 03:10:32",0.39273,5,sanjaynana
53,11793536,Team2,"2024-05-13 03:56:46",0.39262,47,"anusmritisikdar,gauyangkerk,parineetabegrai,xiaofang1019"
54,12100682,Luna_2000,"2024-05-13 01:43:49",0.39260,5,luna2000
55,12105239,John_2011,"2024-05-13 19:15:41",0.39203,3,john2011
56,12099358,"HM. Brown ","2024-05-13 06:01:13",0.39102,10,hmbrown
57,12097819,"Kaggle Plant_trait","2024-05-13 18:52:38",0.39089,10,kaggleplanttrait
58,12093497,"kumar Chander","2024-05-13 00:39:21",0.39070,12,kumarchander
59,11917645,"MLiP 8 - KFC","2024-05-30 15:27:07",0.39021,46,"jendusseljee,mariesophiesimon,movieminer"
60,11940322,xuxubaobaonichaomani,"2024-06-03 06:10:54",0.38730,9,xuxubaobaonichaomani
61,11920912,"Edu Lopez99","2024-06-03 08:52:51",0.38720,2,edulopez99
62,12015795,"Wanna Cornetto","2024-06-03 06:47:23",0.38714,35,"hgcyyn,misakomikoto"
63,12195826,EulKaggle,"2024-06-02 01:19:59",0.38686,1,eulkaggle
64,12201152,"YUUKI TAKUMI","2024-06-03 08:08:46",0.38665,1,yuukitakumi
65,12160806,"Peijun Lu","2024-05-31 06:28:20",0.38639,1,peijunlu
66,11931345,"MLiP 1: Brawlhalla","2024-06-03 08:07:43",0.38589,37,"boudewijnvangils,harmjacobs,thootjuh"
67,12198180,GyoGyoCat,"2024-06-02 10:45:34",0.38558,1,gyogyocat
68,11639816,"Nick Potter","2024-06-03 06:33:55",0.38556,4,nnjjpp
69,11604065,hslingskr,"2024-06-02 13:58:14",0.38543,3,wolfmedal
70,12160796,KentaroMatsuura,"2024-06-02 13:17:19",0.38534,2,kentaromatsuura
71,11603877,Xayahlia,"2024-04-20 13:28:53",0.38513,1,chengluu
72,11705937,QYL,"2024-05-30 00:59:46",0.38482,28,qiyuanliu09
73,11931348,"MLiP 31 - Sillier Geese","2024-06-02 21:29:02",0.38468,43,"elizardo99,shaurgaur,victorgabrielpetre"
74,11929729,"MLIP 17 Kaggelicious","2024-06-03 09:05:51",0.38386,29,"daanbrugmans,mariekevanvreeswijk,naomideenen"
75,11925937,"MLiP 20","2024-06-03 00:57:56",0.38367,36,"rijkkaggle,rikjansen,smiltis"
76,12178140,"[Deleted] 90908189-aa01-41d2-b35a-08255201d645","2024-05-30 00:17:35",0.38358,4,del=7306ec661d42a845
77,12079035,"[Deleted] 24f6eb5e-c4af-428a-9c03-89a55eff293f","2024-05-08 06:27:48",0.38355,2,del=4a833072432fcd95
78,11931341,"MLiP36 - NeuroNinjas","2024-05-31 14:11:14",0.38336,18,"joopjoopjoop,juliaa03,redcobra,stijnvanzon2000"
79,12018248,Nandanam,"2024-05-18 09:49:34",0.38136,5,nandanam
80,11669938,"Miss Qiu","2024-04-15 13:55:28",0.38060,1,"liuhaixu,qstrong,sssssmile"
81,11941474,Arpita,"2024-04-13 21:24:43",0.37955,1,arpita712
82,11913277,"MLiP 37 DiscoGator37","2024-06-03 12:02:48",0.37818,14,"del=0e98416bc0fb6a3c,levipeters,rodrigorivera3"
83,11704957,maximillianssebastianheisenberg,"2024-05-11 00:49:22",0.37808,6,kenkaocwl
84,11718544,"Ybigta-DS 와 늘보","2024-05-28 02:20:17",0.37772,19,"danielredglasses,geonlee123,just1nseo,prodong04,seoyunaa"
85,11799020,JiangZiyuan,"2024-05-20 15:54:47",0.37748,12,geniusgod
86,11828210,"Dennis Wang 42","2024-05-19 05:27:12",0.37685,10,denniswang42
87,11882887,SKKU2024,"2024-06-03 08:57:14",0.37671,8,"johanneswz,marcusvh98,yuhanghao"
88,11603884,YangAoTian,"2024-05-08 17:16:13",0.37649,1,"larjeck,yangaotian"
89,11811439,TrumpAdonAI,"2024-04-15 15:46:24",0.37633,3,trumpadonai
90,11865597,ovwrvowe,"2024-04-27 04:42:42",0.37633,6,ovwrvowe
91,12098386,"Oleg Pushs","2024-05-12 21:11:27",0.37622,1,olegpushs
92,12076593,Alvin.ai,"2024-05-09 01:36:02",0.37615,1,alvinai9603
93,12023221,bikash6122,"2024-04-26 23:33:32",0.37606,1,bikash6122
94,11930186,"MLiP 16 Flower power","2024-05-23 14:27:20",0.37570,16,"bananaaaaaa,stanislavgergert,yyyundaqiu"
95,11926800,"Bartu Hacılar","2024-04-25 01:22:33",0.37522,18,bartuhaclar
96,12099818,"Brandon Flore","2024-05-13 06:00:28",0.37466,1,brandonflore
97,12137963,"Frank Noh","2024-05-30 13:46:20",0.37454,21,franknoh
98,11605107,"Mathurin Aché","2024-04-22 17:14:12",0.37436,2,mathurinache
99,12172490,jaredkim12,"2024-05-28 02:32:14",0.37433,1,jaredkim12
100,12016116,Muhe,"2024-04-25 17:58:02",0.37399,1,gfiuea
101,11953021,"Yuri Njathi","2024-05-05 10:28:02",0.37395,1,hypnotu
102,11905830,progressforever,"2024-04-11 18:55:50",0.37385,4,progressforever
103,12058199,skt,"2024-05-04 00:58:24",0.37383,5,shashanktyagi47
104,12067551,"Zeke Zhao","2024-05-07 06:12:27",0.37383,2,zekezhao
105,11917200,G.P.hettiarachi,"2024-04-23 07:08:04",0.37361,2,ashen007
106,11806280,"JIANG XINGYUE","2024-05-20 18:24:40",0.37360,8,"jiangxingyue,winniethep0oh"
107,11913252,"MLiP 13 - Leafblowers","2024-05-31 16:50:39",0.37358,23,"boneshake,jasperpieterse,rachelknol"
108,11921013,"MLiP 2 - RAG","2024-06-03 06:55:33",0.37301,37,"alexciutacu,gerrieo,rolandnmeth"
109,12003544,SeowYY,"2024-04-26 18:26:53",0.37259,2,seowyy
110,11804986,xiao6yy,"2024-05-15 03:04:11",0.37241,1,xiao6yy
111,11811114,"UIC-CPT-Group 17","2024-05-21 18:51:03",0.37210,1,"adelayan,carloszhoucy,shichengzlin"
112,11921935,"Sebastian Nae","2024-05-22 17:09:40",0.37199,3,sebastiannae
113,12058632,tingyun9,"2024-06-02 03:07:35",0.37182,6,tingyun9
114,12139740,Kenny042,"2024-05-21 17:28:05",0.37166,1,kenny042
115,11865766,MiHu,"2024-04-15 13:16:58",0.37069,2,chenboluo
116,12179594,waticson,"2024-05-29 22:33:03",0.37013,1,yutodennou
117,11945549,Aysun9,"2024-06-01 16:05:14",0.36912,2,aysun9
118,11889902,user15864,"2024-05-10 08:45:07",0.36885,4,user15864
119,12034433,bestwater,"2024-05-05 09:10:09",0.36850,1,bestwater
120,11925929,GolanSolver,"2024-06-03 04:49:03",0.36834,7,golansolver
121,11918264,"MLiP 19 - Leaf me alone","2024-06-03 04:43:30",0.36804,16,"alexd815,honorduthie,tomjvk"
122,11930221,Schy,"2024-04-19 11:43:45",0.36520,3,sonochy
123,11674718,"HSLU Leafy Logicians","2024-05-21 19:20:46",0.36356,13,"kaeggifrett,timbuesching"
124,11829475,"Xiang Fang","2024-05-09 11:21:26",0.36185,7,xiangdimebag
125,11606131,Lyzi,"2024-04-13 08:36:50",0.36142,5,shin1zm
126,12079787,"[Deleted] 7448487f-e632-4321-a91b-daea1e3f1f1d","2024-05-08 23:46:01",0.36031,3,del=551cb07c0831f765
127,11681565,CS5242-Project,"2024-04-30 13:27:22",0.35993,24,"davidleekh,ekabuyunglienadi,gohsiowchuen,michaelxs"
128,11913161,"MLIP_18 Paasbakkers","2024-06-02 22:00:22",0.35870,18,"luukvandenhurk,matthijssparreboom,stevenkocken"
129,11892684,"Shinkun Kim","2024-04-10 00:50:19",0.35748,1,shinkunkim
130,11750845,"Laukik Avhad","2024-05-26 18:02:55",0.35609,6,"atharvashembade,foxtrot22,laukikavhad"
131,12179776,"Yi-Ming Tseng","2024-06-03 15:57:58",0.35312,5,harrisshen
132,11998154,"BDA Genass","2024-04-24 14:16:20",0.35081,15,bdagenass
133,12004847,"Chong Wai Kiat","2024-04-26 21:11:25",0.34962,1,chongwaikiat
134,11782652,YBIGTA_DS_kaggle3,"2024-06-03 00:15:56",0.34494,33,"jkyoon2,minjeonging"
135,11975227,"Sai Tejaswini Junnuri","2024-04-25 20:51:47",0.33987,6,tejaswinijunnuri
136,11633503,"John Bergmann","2024-04-10 21:47:24",0.33487,9,johnbergmann
137,11777895,"Go Vertical","2024-04-23 10:16:58",0.33242,23,"ajeelahmed,btseytlin,mykingdomisabsolute,sofiamaggioni"
138,11840857,"Lawrence Ruan","2024-05-01 11:03:03",0.32778,3,lawrenceruan
139,11915207,"Huang Yanbin","2024-04-17 20:55:40",0.31934,6,"huangyanbin,yyyyy7105"
140,11646984,WIskandar-Coder,"2024-03-28 16:21:13",0.31670,3,zeecoder
141,11832243,"jaewon jung","2024-04-29 12:47:07",0.31157,21,woodcook486
142,11913214,"MLip7- TheThreeMusketeers","2024-05-30 14:17:31",0.30446,21,"behnazmotavali,nityaakalra,user0938479"
143,11635654,KEJEDUG,"2024-05-04 09:28:12",0.30429,26,"hanifaryadi0,wumboedwumbologist"
144,11741998,"Lonan Syayf","2024-04-07 18:00:56",0.29988,16,lonansyayf
145,11832921,"Vivekkumar Gediya","2024-04-13 05:28:45",0.29988,25,vivekgediya
146,11782409,"김대솔(공과대학 산업공학과)","2024-06-02 23:03:14",0.29924,1,solsolsol327
147,11913270,"MLiP 14 - MLE","2024-05-30 16:54:42",0.29466,13,"elinebijmold,lisadewitte22,myrthedeen"
148,11968483,"Annabelle Jayadinata","2024-06-02 03:38:57",0.29335,10,annabellejayadinata
149,12203638,YMTACV,"2024-06-03 10:23:45",0.29019,1,ymtacv
150,12189101,"[Deleted] 8681a43a-3dd1-4255-af94-ea7b2c71b99a","2024-05-31 09:51:55",0.28983,2,del=80b2b96af747beb3
151,12149838,mutterhong,"2024-05-31 11:56:42",0.28983,10,mutterhong
152,11660060,Floracle,"2024-06-02 04:41:41",0.28862,24,"balusreedhar,behzadansarinejad,eduardoschiappucci"
153,11946558,Rotten-vegetables,"2024-05-16 06:53:55",0.28749,14,"alexandrvar,andrewdutkin,ivankadilenko"
154,12140536,SeWoong,"2024-06-03 11:47:36",0.28378,12,gochin0824
155,11973636,"MLiP 24","2024-05-31 19:10:18",0.28361,13,"aurodius,marthijnvdeelen,potcoveanuflorin"
156,12189408,fromilover,"2024-05-31 11:48:58",0.28299,1,fromilover
157,11942527,r12922040,"2024-06-02 09:53:50",0.28057,8,r12922040
158,12140521,"Lee Hyunjung","2024-05-31 13:27:55",0.27977,15,gerome946
159,12155909,"Илья Михайлович Ворошилов","2024-05-27 17:37:14",0.27884,5,nightwhisper2077
160,11712204,"Suraj Yerramilli","2024-06-01 23:23:54",0.27803,33,syerramilli
161,12091313,"Hansen Zhong","2024-05-23 02:24:18",0.27803,1,onegameonedream
162,12164087,MiddleHigh,"2024-05-25 23:16:38",0.27803,1,middlehigh
163,12161382,"Fanshuai Meng","2024-05-25 07:35:06",0.27751,1,fanshuaimeng
164,11993516,"Lisa Fung","2024-06-02 17:24:09",0.27745,9,lisafung
165,12189078,"James Surya Putra","2024-06-01 10:07:53",0.27586,1,jamessuryaputra
166,12195720,"Monisha Sri","2024-06-01 14:07:39",0.27586,1,monishasri
167,11606330,"Giacomo Ignesti","2024-05-31 04:51:57",0.27416,46,giacomoignesti
168,12026806,NieShiying,"2024-05-18 02:54:11",0.27415,1,yuelingxi
169,11985653,"Flavius Modan","2024-05-22 16:13:54",0.27279,26,flaviusmodan
170,11930876,"MLiP 12","2024-05-24 15:24:31",0.27210,51,"juliuslandsman,nielsfeijru,thatrilogy"
171,11663095,"Herick Asmani","2024-03-26 22:36:38",0.26963,1,herickasmani
172,12188815,stellarhhg,"2024-05-31 20:58:15",0.26945,3,stellarhhg
173,11893890,"Run Forest, run!","2024-06-03 16:22:57",0.26775,46,"jfseabra,miguelpedrabento,ritagonalves"
174,12143124,ChoiEo,"2024-05-31 11:21:22",0.26703,8,choieo
175,11974109,"Vlad Draghici","2024-05-22 17:57:13",0.26579,10,vladdraghici
176,12137055,Crousus,"2024-05-20 09:00:30",0.26472,1,crousus
177,12113601,"Declan McAlinden","2024-06-03 09:35:13",0.26339,13,declanmcalinden
178,12167630,CafeMocaChan,"2024-06-02 06:17:14",0.26306,5,cafemocachan
179,11930473,MLiP3,"2024-06-01 17:41:50",0.26267,27,"eddicbruyn,kaskornblum,racemuis"
180,12149818,MERCUURY,"2024-05-31 17:35:56",0.26250,9,minjae06
181,11704795,"Mikhail Naumov","2024-04-30 15:28:27",0.26068,11,mikhailnaumov
182,11951608,eyufdsjgvckbzcsad7y,"2024-05-28 12:40:57",0.26055,16,eyufdsjgvckbzcsad7
183,11623346,revelacion1,"2024-05-19 17:16:22",0.26005,8,revelacion1
184,11631444,vukadinovic,"2024-04-17 04:25:56",0.25892,4,vukadinovic
185,12140641,jwyoo1029,"2024-06-03 10:12:49",0.25854,7,jwyoo1029
186,11667658,BangKangChen,"2024-06-03 08:00:27",0.25606,16,bangkangchen
187,11891199,nick33990,"2024-05-14 19:18:25",0.25588,11,nick33990
188,11689536,"Rich Olson","2024-05-21 00:05:15",0.25568,43,richolson
189,11656302,"Mark Wijkhuizen","2024-04-14 15:26:18",0.25386,1,markwijkhuizen
190,11818114,Hansespinosa2,"2024-04-29 03:31:49",0.25386,13,hansespinosa2
191,11683842,"Dmitry Stepanov","2024-04-04 18:24:28",0.25180,22,dmitrystepanov
192,11986314,suleida,"2024-05-23 06:17:06",0.25173,5,suleida
193,11797661,"Rohith Reddy","2024-05-13 09:43:23",0.25147,5,"ksr9292,nava07,rohithreddyv1,shrutii0905,sravyaps"
194,12067415,xfang1019,"2024-05-13 06:45:48",0.25126,19,xfang1019
195,12177809,"Chou Ting Yu","2024-06-03 06:18:35",0.25052,14,choutingyu
196,11987079,"Kishan R 1082","2024-05-01 00:35:06",0.25041,6,kishanr1082
197,12021579,M6789J,"2024-05-07 16:07:40",0.25041,3,m6789j
198,11633683,"Steven Mathey","2024-04-29 17:53:09",0.24990,15,stevenmathey
199,11979263,Русы,"2024-05-31 04:21:35",0.24893,7,nevrey1917
200,11947212,"דוד ברנוב","2024-04-20 13:58:05",0.24883,2,davidb5852
201,11923988,"MLiP 15","2024-05-31 14:04:37",0.24846,45,"kimbladder,maudvandelockant,micha20"
202,11658343,Supaseksamurai88,"2024-05-14 09:10:35",0.24761,9,supaseksamurai88
203,12069213,白云区没有好吃小龙虾,"2024-05-17 04:06:46",0.24744,4,"eugenesysu,jasongag"
204,12191409,CCuuRY,"2024-05-31 18:36:03",0.24640,1,ccuury
205,11968323,"Jianghan Xia","2024-05-08 01:53:42",0.24513,9,jianghanxia
206,12096485,"[Deleted] f8e1a845-3c08-42f9-9d86-1066dba92cb5","2024-05-11 21:27:32",0.24382,2,del=435db03085f497f6
207,11897156,jiaran0307,"2024-04-06 06:01:00",0.24323,3,"hinatahoshino,jiaran0307"
208,12140661,3207문수민,"2024-06-01 00:00:28",0.24139,7,suminia
209,12192432,"[Deleted] 70f18e76-64b5-46e0-9dc3-e82ac0ee76ea","2024-05-31 23:52:11",0.24139,1,del=0849d94208fef03e
210,11937407,"Rintaro Maruyama","2024-04-25 17:51:26",0.23962,1,rintaromaruyama
211,11967178,"Hao Cui","2024-04-18 14:17:12",0.23777,4,haocui1234
212,11916789,le_petit_bois,"2024-04-10 04:28:00",0.23571,3,lepetitbois
213,12105031,"Davide Martinelli","2024-05-16 08:10:21",0.23375,2,davidemartinelli710
214,11774374,"YBIGTA DS Kaggle Team 2","2024-05-06 07:27:24",0.23188,6,"hoesuchung,inhyeyang,jeongyangp,pikachuistheworld"
215,12004717,naturalseeker,"2024-05-30 18:19:28",0.23133,2,naturalseeker
216,11668482,stdcjp,"2024-03-29 01:53:09",0.23071,3,stdcjp
217,11931511,"MLiP 29","2024-06-03 07:25:04",0.22733,22,"christianlammers,del=209260fec08d01bb,mariopereira8,ricardofurbino"
218,11659824,"Adam N","2024-04-02 00:22:50",0.22672,4,adamniem
219,11666789,"Noah Clark","2024-04-17 07:00:03",0.22651,1,noahclark01
220,11845062,phuchocML,"2024-04-02 07:40:05",0.22461,1,phuchocml
221,11828439,A.D,"2024-04-06 12:40:25",0.22113,2,liulonghui
222,11912180,jungushui,"2024-04-09 05:24:55",0.22113,2,jungushui
223,11659240,"Amitesh Patil","2024-04-08 02:28:50",0.22077,1,amiteshpatil
224,11665443,Eason1021,"2024-06-03 06:03:52",0.22006,65,eason1021
225,11824527,"Izzan S. A.","2024-03-29 17:33:10",0.21972,1,isamobagaming
226,11965884,"MLIP 26 LEFTOVERS","2024-06-01 21:47:46",0.21965,19,"haonanah,jannovosel,mariotsatsev"
227,11910376,jmsully,"2024-04-17 03:54:01",0.21916,9,jmsully
228,12188877,KDOT0617,"2024-05-31 18:59:29",0.21878,5,kdot0617
229,11844490,Orion,"2024-04-04 12:04:24",0.21783,5,xiaohuhayou
230,12164337,NamHoang,"2024-06-02 06:41:39",0.20687,5,hongvnnam
231,11669765,"Daniel Valyano","2024-03-27 20:14:46",0.20456,2,"chizhikchi,danielvalyano"
232,11928282,"Allen Sarmiento","2024-04-16 15:53:16",0.19742,4,mentong
233,11946222,"Y nono","2024-05-22 13:24:14",0.19236,8,yusukenonoyama
234,11832194,"Sung-hwan Han","2024-05-31 05:41:59",0.18457,11,sunghwanhan
235,11656142,Entexy,"2024-03-28 12:41:09",0.17824,2,kolovrado
236,11963451,nafraaa,"2024-04-23 18:24:19",0.16504,15,nafraaa
237,11821262,"ESGI - AEK","2024-04-24 15:58:40",0.16504,19,"ahmedennaifer,enzokalychurn,nakamarts"
238,11975993,"alexandru baciu","2024-05-21 21:30:17",0.16446,25,alexandrubaciu
239,11725197,"Prajwal A","2024-04-17 08:04:40",0.16320,11,inagana
240,12010665,Ketru,"2024-04-24 19:33:43",0.16009,4,ketroo
241,11791692,"Mateusz Konopelski","2024-04-08 07:22:20",0.16007,1,mateuszkonopelski
242,12001367,Jmy0110,"2024-05-05 08:46:27",0.15952,6,jmy0110
243,11629559,sakaitt,"2024-05-31 10:27:54",0.15893,7,sakaitt
244,12177337,Krens,"2024-05-30 13:44:00",0.15783,2,jickymen
245,11954814,"Austin Daigle","2024-04-24 04:34:45",0.15679,4,adaigster
246,12159423,"Adebosola Yemisi ADEYEMI","2024-05-25 19:19:36",0.15669,1,dradebosola12
247,11714282,the-cross-art,"2024-03-31 07:45:04",0.15658,1,thecrossart
248,12152971,"cjjjj Li","2024-05-23 15:27:43",0.15641,2,cjjjjli
249,11978470,"TARNDEEP SINGH","2024-04-19 07:51:57",0.15526,1,tarndeepsingh16
250,12184036,Rachelk25,"2024-05-31 11:33:47",0.15518,5,rachelk25
251,11973536,Ringoooo,"2024-06-01 09:47:03",0.15471,14,ringoooo
252,11974139,"marijn kluen","2024-06-03 11:32:27",0.15471,6,marijnkluen
253,11965394,"Myrthe Kouwenhoven","2024-05-30 09:24:06",0.15471,10,myrthekouwenhoven
254,11686012,"meemansha priyadarshini","2024-04-30 09:37:15",0.15461,1,meemsbh
255,11982505,"Mark C. Elliott","2024-04-20 21:33:57",0.15424,1,markcelliott
256,11962484,"Parth bagda","2024-04-17 23:23:00",0.15400,1,parthbagda
257,11686998,"Dávid Miklo","2024-05-09 09:31:20",0.15393,6,dvidmiklo
258,12053450,"Debojit Basak","2024-05-04 14:58:28",0.15370,5,debojitbasak02
259,11963114,"Astitwa Agarwal","2024-04-20 18:01:03",0.15346,1,astitwaagarwal
260,11627431,NBPub,"2024-04-01 01:46:46",0.15145,12,ndfgsdfg
261,12189763,dillonnnn,"2024-05-31 16:27:13",0.15093,5,dillonnnn
262,12149869,caydenKim,"2024-05-31 16:28:11",0.15093,11,caydenkim
263,11946653,darklordxdxd,"2024-04-15 13:34:36",0.15092,9,darklordxdxd
264,11881737,EzzEkk,"2024-04-26 02:37:13",0.14967,14,ezzekk
265,11918247,EEkarot,"2024-04-30 01:40:25",0.14902,5,eekarot
266,11708332,plant,"2024-05-02 12:39:04",0.14846,25,"marcus211233,randust"
267,11646040,Gooser,"2024-05-08 09:22:32",0.14818,28,gooser1
268,11872999,"Deb, Zach","2024-04-29 17:51:32",0.14417,10,debzach
269,11825589,"Ben Catav","2024-04-04 20:52:37",0.14317,1,bencatav
270,12020044,"Chenxu Zhang","2024-04-26 02:13:53",0.14094,7,chenxuzhang0411
271,11827694,ClosedHomeDestruction,"2024-04-27 12:50:27",0.14072,1,naoyaito
272,11746163,Rapist13,"2024-03-27 10:15:00",0.13935,4,rapist13
273,12013409,"Zekai Yin","2024-04-26 02:40:32",0.13825,7,ezekiei
274,12033294,ryantadashi2,"2024-04-29 16:55:53",0.13814,6,ryantadashi2
275,11943757,"Songwen Zhao2","2024-04-23 21:39:17",0.13695,2,songwenzhao2
276,11667686,"Henry Van Boskirk","2024-04-29 17:37:15",0.13443,10,henryvanboskirk
277,11864525,Puurun,"2024-05-28 02:06:02",0.13355,21,puurun
278,11733210,ZCJ999,"2024-05-07 01:48:57",0.13165,2,"aryawang28,yifei2000,zcj999,zihuanding"
279,11750232,"Yifan H233","2024-05-08 04:35:35",0.12003,9,yifanh233
280,11659853,Roysharma,"2024-04-15 18:00:11",0.11988,33,roysharma
281,11885905,"Anjith Prakash","2024-04-25 01:59:03",0.11819,26,"anjithprakash,tenzinkunsang648"
282,11649961,"Tord Malmgren","2024-03-28 13:38:00",0.11711,4,glimmung
283,12017220,fhzwt34199,"2024-05-07 02:34:08",0.11574,2,fhzwt34199
284,11653689,"miklós bartos elekes","2024-05-09 07:17:03",0.11482,19,"beatrixtugyi,leventeheizer,miklsbartoselekes"
285,11960776,DATA_NOOBS,"2024-06-01 11:40:38",0.11337,4,"parimalwadhai,sohammd,vedantparmar123"
286,11800950,GuyShaul,"2024-04-13 14:13:28",0.11337,2,guyshaul
287,11616886,AleNic,"2024-03-26 11:13:22",0.10743,7,alenic
288,12024791,erthg3h,"2024-04-26 19:39:36",0.09257,1,erthg3h
289,12024757,gura,"2024-04-26 19:37:26",0.09256,1,sharrrrrrk
290,12024761,Jack2214,"2024-04-26 19:39:45",0.09255,1,jack2214
291,12024807,iowwwe,"2024-04-26 19:44:33",0.09255,1,iowwwe
292,12015799,"Adam Claudiu-Adrian","2024-05-23 14:44:48",0.09170,7,adamclaudiuadrian
293,12024812,jackc123456,"2024-04-26 19:46:41",0.08744,1,jackc123456
294,12024844,cece1276,"2024-04-26 19:53:04",0.08735,1,cece1276
295,12024854,pewuxyli56,"2024-04-26 19:56:58",0.08734,1,pewuxyli56
296,11898522,yyjjhh66,"2024-04-14 01:26:34",0.07317,1,yyjjhh66
297,11735068,"Daniil Galtsev","2024-04-09 04:57:03",0.05157,8,egnert
